Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Print Placement,Cost per item,Status
V-CDS T-Shirt 1,V-CDS - DESIGN 1 - Black T-Shirt,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,V-CDSTOP-1-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-1-01.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black T-Shirt 1 placement,12,active
V-CDS T-Shirt 1,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-1-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
V-CDS T-Shirt 1,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-1-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
V-CDS T-Shirt 1,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-1-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
V-CDS T-Shirt 1,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-1-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
V-CDS T-Shirt 1,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-1-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
V-CDS T-Shirt 1,,Merch By MerchBooth,,,,,,,3XL,,,,,V-CDSTOP-1-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
V-CDS T-Shirt 1,,Merch By MerchBooth,,,,,,,4XL,,,,,V-CDSTOP-1-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
V-CDS T-Shirt 1,,Merch By MerchBooth,,,,,,,5XL,,,,,V-CDSTOP-1-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,17,active
V-CDS Long Sleeve T 1,V-CDS - DESIGN 1 - Black Long Sleeve T,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,V-CDSTOP-1-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-1-02.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Long Sleeve 1 Placement,16,active
V-CDS Long Sleeve T 1,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-1-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
V-CDS Long Sleeve T 1,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-1-2-M,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
V-CDS Long Sleeve T 1,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-1-2-L,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
V-CDS Long Sleeve T 1,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-1-2-XL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
V-CDS Long Sleeve T 1,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-1-2-XXL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,18,active
V-CDS Tank Top 1,V-CDS - DESIGN 1 - Black Tank Top,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, Tank-Top",TRUE,Size,XS,,,,,V-CDSTOP-1-3-XS,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-1-03.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Tank Top 1 Placement,13,active
V-CDS Tank Top 1,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-1-3-S,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
V-CDS Tank Top 1,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-1-3-M,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
V-CDS Tank Top 1,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-1-3-L,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
V-CDS Tank Top 1,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-1-3-XL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
V-CDS Tank Top 1,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-1-3-XXL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
V-CDS Hoodie 1,V-CDS - DESIGN 1 - Black Hoodie,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, Pull-Over",TRUE,Size,XS,,,,,V-CDSTOP-1-4-XS,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-1-04.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Hoodie 1 Placement,25,active
V-CDS Hoodie 1,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-1-4-S,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
V-CDS Hoodie 1,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-1-4-M,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
V-CDS Hoodie 1,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-1-4-L,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
V-CDS Hoodie 1,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-1-4-XL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
V-CDS Hoodie 1,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-1-4-XXL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,27,active
V-CDS Zip Up Hoodie 1,V-CDS - DESIGN 1 - Black Zip Up Hoodie,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, Zip-Up",TRUE,Size,XS,,,,,V-CDSTOP-1-5-XS,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-1-05.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Zip Hoodie 2 Placements,35,active
V-CDS Zip Up Hoodie 1,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-1-5-S,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-1-06.png,,,,,,,,,,,,,,,,,,,,oz,,,35,active
V-CDS Zip Up Hoodie 1,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-1-5-M,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
V-CDS Zip Up Hoodie 1,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-1-5-L,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
V-CDS Zip Up Hoodie 1,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-1-5-XL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
V-CDS Zip Up Hoodie 1,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-1-5-XXL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,37,active
V-CDS T-Shirt 2,V-CDS - DESIGN 1 - White T Shirt,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,V-CDSTOP-2-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-2-01.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White T-Shirt 1 placement,10,active
V-CDS T-Shirt 2,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-2-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
V-CDS T-Shirt 2,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-2-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
V-CDS T-Shirt 2,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-2-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
V-CDS T-Shirt 2,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-2-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
V-CDS T-Shirt 2,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-2-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
V-CDS T-Shirt 2,,Merch By MerchBooth,,,,,,,3XL,,,,,V-CDSTOP-2-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
V-CDS T-Shirt 2,,Merch By MerchBooth,,,,,,,4XL,,,,,V-CDSTOP-2-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
V-CDS T-Shirt 2,,Merch By MerchBooth,,,,,,,5XL,,,,,V-CDSTOP-2-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
V-CDS Long Sleeve T 2,V-CDS - DESIGN 1 - White Long Sleeve T,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,V-CDSTOP-2-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-2-02.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Long Sleeve 1 Placement,14,active
V-CDS Long Sleeve T 2,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-2-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
V-CDS Long Sleeve T 2,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-2-2-M,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
V-CDS Long Sleeve T 2,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-2-2-L,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
V-CDS Long Sleeve T 2,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-2-2-XL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
V-CDS Long Sleeve T 2,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-2-2-XXL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
V-CDS Tank Top 2,V-CDS - DESIGN 1 - White Tank Top,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, Tank-Top",TRUE,Size,XS,,,,,V-CDSTOP-2-3-XS,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-2-03.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Tank Top 1 Placement,11,active
V-CDS Tank Top 2,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-2-3-S,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
V-CDS Tank Top 2,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-2-3-M,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
V-CDS Tank Top 2,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-2-3-L,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
V-CDS Tank Top 2,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-2-3-XL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
V-CDS Tank Top 2,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-2-3-XXL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
V-CDS Hoodie 2,V-CDS - DESIGN 1 - White Hoodie,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, Pull-Over",TRUE,Size,XS,,,,,V-CDSTOP-2-4-XS,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-2-04.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Hoodie 1 Placement,23,active
V-CDS Hoodie 2,,Merch By MerchBooth,,,,,,,S,,,,,V-CDSTOP-2-4-S,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
V-CDS Hoodie 2,,Merch By MerchBooth,,,,,,,M,,,,,V-CDSTOP-2-4-M,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
V-CDS Hoodie 2,,Merch By MerchBooth,,,,,,,L,,,,,V-CDSTOP-2-4-L,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
V-CDS Hoodie 2,,Merch By MerchBooth,,,,,,,XL,,,,,V-CDSTOP-2-4-XL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
V-CDS Hoodie 2,,Merch By MerchBooth,,,,,,,XXL,,,,,V-CDSTOP-2-4-XXL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
V-CDS Zip Up Hoodie 2,V-CDS - DESIGN 1 - White Zip Up Hoodie,Merch By MerchBooth,V-CDS,,Shirts & Tops,"AxelRad, DTG, Zip-Up",TRUE,Size,XS,,,,,V-CDSTOP-2-5-XS,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://merchboothphotos.herokuapp.com/CDS-2-05.png,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Zip Hoodie 2 Placements,32,active
